,Name,Time Ago,Like,Comment
145,@geoffreyquirk6201,1 month ago,0,"The people that work for these company's are as guilty  as the men at the top, there greed and callous actions  make me sick. They should all be locked up. Absolute scum of the earth. If they cannot get the men at the top then concentrate on the scam callers and give them long prison sentences as deterrent to other  scam callers"
146,@ervinbosenbacher7356,1 month ago,1,"People need to learn 2 things. 1. When something sounds to good to be true, then it is. 2. There are no get rich quick schemes. (There are, but only for scammers, until they are caught)"
147,@positivevibrations2501,1 month ago,1,"Those scammers have to be Psychopath, Sociopath, or Narcissist. They have to be soulless and inorganic."
148,@PiXie232,1 month ago,46,"It’s crazy how they’re not able to prosecute any of the big fish so to speak, but a few employees? That’ll work for now.. what a shame, after such a brilliant investigation. Great job:) Please stay safe"
149,@firstfrontier,1 month ago,0,Brilliant journalism. More of this please BBC
150,@starseed8087,1 month ago,2,"I like the interview of the German prosecutor, who tells right into fer face that the UK has to wake up and take action itself and that they cannot also take care of british concerns"
151,@Cristaynful,1 month ago,1,"I have the same story over here in the Middle East. Weeks ago I was scammed a few thousand dollar thru online platform known as SKYMEDIA using a cryptocurrency. Yes it is small amount compared to those being featured here, but the number of victims are enormous in my area."
152,@kolawolekushimo7276,1 month ago,1,Unbelievable that Canada is vulnerable. Canadian lawmakers need to do more about Canadians losing their fortunes to scammers.
153,@robertcarlos8888,1 month ago,0,"Thank you Simone for your courage and professionalism, god bless you..."
154,@energysavingday,1 month ago,7,"A very impressive, thorough and modern investigation. Well done to all involved."
155,@anitahuizing4219,1 month ago,1,"WOW, very informative. Thank you. Keep up the good work & please keep us updated."
156,@frontier9,1 month ago,1,"Wow, actual journalism and investigative reporting"
157,@dannyds7620,1 month ago,1,All scammers should be in jail for life without parole.
158,@ekl9573,1 month ago,2,Thank you for your incredible work.
159,@charless.gorski537,1 month ago,1,BBC always putting out good content
160,@lisarambaudi2163,1 month ago,19,"Scammed people do not go to the police because they feel ashamed that they were cheated and they just did not realize it…shame makes them stay silent..but it can happen to anyone, they are professional they know how to create confidence in clients…you did a great investigating job, it can help protect many people in the future, thank you"
161,@Al_i8,1 month ago,1,"I love you. Thank you for what you do. Reminder dear Shelby's fans, even a little helps, if you can only chip in a small amount, don't feel shy doing it. Something is better than nothing. We all wish these kids and their families a better, more stable life."
162,@sherryseiler632,1 month ago,0,"Extensive times that step we are afraid to take might just be the right one. I thank you, Dr Ofenmu for your inducement and for not allowing me down throughout the whole revolution. Your medication to regale genital herpes is super tremendous I am delighted I came across your channel"
163,@healthytalk666,1 month ago,0,Outstanding documentary. Thank you.
164,@Max-nt5zs,1 month ago,0,There needs to be a class action or whatever the European equivalent is against these football clubs. They where obviously negligent.
165,@britoncentre5949,1 month ago,0,"Good job. These scams have been around for years. Thanks god I'm a Business Management graduate, knowing exactly how the stock market works. It's not something you close a deal on over the phone. I wonder how these affluent people running large businesses get hooked on. I am a Kazakhstani and get a couple of these calls every month. There's no easy money, everyone, remember this. You just work hard to make it."
166,@dave9351,1 month ago,33,"This plays out like the Mexican cartels (without the horrific bloodshed, just heartache and monetary loss)
Thank you for investigating this (I'd read that the panama papers will take at least 10 years to read and unravel)
Tip of the glass to any and all investigative journalist working in this nightmarish world of computer scams 
and human greed (both victims & perpetrators. The human species does crazy really well."
